full_address,latitude,longitude,geocode_source,match_score,match_type,matched_address,geocoded_at
"3001 HOSPITAL DR, CHEVERLY, MD 20785",38.918291,-76.881948,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"306 W PULASKI HWY, ELKTON, MD 21921",39.603672705585,-75.839973321561,census,100,Exact,"306 W PULASKI HWY, ELKTON, MD, 21921",2026-05-14T21:44:03.798883+00:00
"310 E PULASKI HWY, ELKTON, MD 21921",39.598066341302,-75.818989373074,census,100,Exact,"310 E PULASKI HWY, ELKTON, MD, 21921",2026-05-14T21:44:03.798883+00:00
"3100 F MOUNTAIN RD, PASADENA, MD 21122",39.126330835137,-76.535904071898,census,50,Non_Exact,"3100 MOUNTAIN RD, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"2101 MEDICAL PARK DR, SILVER SPRING, MD 20902",39.023886266696,-77.043481555,census,100,Exact,"2101 MEDICAL PARK DR, SILVER SPRING, MD, 20902",2026-05-14T21:44:03.798883+00:00
"21395 CARMEN WOODS DR, LEXINGTON PARK, MD 20653",38.252782478237,-76.486968013571,census,100,Exact,"21395 CARMEN WOODS DR, LEXINGTON PARK, MD, 20653",2026-05-14T21:44:03.798883+00:00
"1379 MARSHALL ST, HAGERSTOWN, MD 21740",39.662173799107,-77.732525299391,census,100,Exact,"1379 MARSHALL ST, HAGERSTOWN, MD, 21740",2026-05-14T21:44:03.798883+00:00
"215 SCHILLING CIR, HUNT VALLEY, MD 21031",39.490731926708,-76.664321179635,census,100,Exact,"215 SCHILLING CIR, HUNT VALLEY, MD, 21031",2026-05-14T21:44:03.798883+00:00
"1411 WESLEY DR, SALISBURY, MD 21801",38.34057209395,-75.607732639051,census,100,Exact,"1411 WESLEY DR, SALISBURY, MD, 21801",2026-05-14T21:44:03.798883+00:00
"22 S ATHOL AVE, BALTIMORE, MD 21229",39.283879706209,-76.688724755285,census,100,Exact,"22 S ATHOL AVE, BALTIMORE, MD, 21229",2026-05-14T21:44:03.798883+00:00
"1420 KEY HWY, BALTIMORE, MD 21230",39.273795351825,-76.602973319526,census,100,Exact,"1420 KEY HWY, BALTIMORE, MD, 21230",2026-05-14T21:44:03.798883+00:00
"2304 HILLHOUSE RD, BALTIMORE, MD 21207",39.313583949727,-76.707110542616,census,100,Exact,"2304 HILLHOUSE RD, BALTIMORE, MD, 21207",2026-05-14T21:44:03.798883+00:00
"14315 NATIONAL HWY SW, LAVALE, MD 21502",39.638240599892,-78.852341131651,census,50,Non_Exact,"14315 NATIONAL HWY, LAVALE, MD, 21502",2026-05-14T21:44:03.798883+00:00
"2411 CROFTON LANE, CROFTON, MD 21114",39.015173560609,-76.698252193089,census,100,Exact,"2411 CROFTON LN, CROFTON, MD, 21114",2026-05-14T21:44:03.798883+00:00
"1458 ADDISON RD S, CAPITOL HEIGHTS, MD 20743",38.868204047299,-76.892774932561,census,100,Exact,"1458 ADDISON RD S, CAPITOL HEIGHTS, MD, 20743",2026-05-14T21:44:03.798883+00:00
"250 ENGLAR RD, WESTMINSTER, MD 21157",39.548569,-76.983558,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1500 FOREST GLEN RD, SILVER SPRING, MD 20910",39.015953554914,-77.035260011672,census,100,Exact,"1500 FOREST GLEN RD, SILVER SPRING, MD, 20910",2026-05-14T21:44:03.798883+00:00
"2533 AUGUSTINE HERMAN HWY, CHESAPEAKE CITY, MD 21915",39.518980830347,-75.819808408537,census,100,Exact,"2533 AUGUSTINE HERMAN HWY, CHESAPEAKE CITY, MD, 21915",2026-05-14T21:44:03.798883+00:00
"1507 RICHIE HWY, ARNOLD, MD 21012",39.046562,-76.495626,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"255 N 4TH ST, OAKLAND, MD 21550",39.41379811578,-79.402246499291,census,100,Exact,"255 N 4TH ST, OAKLAND, MD, 21550",2026-05-14T21:44:03.798883+00:00
"16 GREENMEADOW DR, TIMONIUM, MD 21093",39.445448220558,-76.626659527387,census,100,Exact,"16 GREENMEADOW DR, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"2730 UNIVERSITY BLVD W, WHEATON, MD 20902",39.039647653869,-77.055816835957,census,100,Exact,"2730 UNIVERSITY BLVD W, WHEATON, MD, 20902",2026-05-14T21:44:03.798883+00:00
"16006 JERALD RD, LAUREL, MD 20707",39.110137853577,-76.901583494843,census,100,Exact,"16006 JERALD RD, LAUREL, MD, 20707",2026-05-14T21:44:03.798883+00:00
"1664 B VILLAGE GRN, CROFTON, MD 21114",39.007022883592,-76.697296660525,census,50,Non_Exact,"1664 VILLAGE GREEN, CROFTON, MD, 21114",2026-05-14T21:44:03.798883+00:00
"3111 ELM AVE, BALTIMORE, MD 21211",39.325200279565,-76.631099734116,census,100,Exact,"3111 ELM AVE, BALTIMORE, MD, 21211",2026-05-14T21:44:03.798883+00:00
"3231 SUPERIOR LN, BOWIE, MD 20715",38.976815597868,-76.733036182003,census,100,Exact,"3231 SUPERIOR LN, BOWIE, MD, 20715",2026-05-14T21:44:03.798883+00:00
"3304 GUILFORD AVE, BALTIMORE, MD 21218",39.328483223891,-76.613623488497,census,100,Exact,"3304 GUILFORD AVE, BALTIMORE, MD, 21218",2026-05-14T21:44:03.798883+00:00
"3304 HAYMAN DR, FEDERALSBURG, MD 21632",38.697728049453,-75.787033747975,census,100,Exact,"3304 HAYMAN DR, FEDERALSBURG, MD, 21632",2026-05-14T21:44:03.798883+00:00
"337 HOSPITAL DR, GLEN BURNIE, MD 21061",39.141350807885,-76.628779017207,census,100,Exact,"337 HOSPITAL DR, GLEN BURNIE, MD, 21061",2026-05-14T21:44:03.798883+00:00
"3401 BOX HILL CORPORATE CTR DR, ABINGDON, MD 21009",39.470410141117,-76.305627560579,census,100,Exact,"3401 BOX HILL CORPORATE CENTER DR, ABINGDON, MD, 21009",2026-05-14T21:44:03.798883+00:00
"3474 GLENEAGLES DR, SILVER SPRING, MD 20906",39.099618591122,-77.069689220122,census,100,Exact,"3474 GLENEAGLES DR, SILVER SPRING, MD, 20906",2026-05-14T21:44:03.798883+00:00
"3581 OLD WASHINGTON RD, WALDORF, MD 20602",38.613050114705,-76.92023002359,census,100,Exact,"3581 OLD WASHINGTON RD, WALDORF, MD, 20602",2026-05-14T21:44:03.798883+00:00
"3709 CLAREMONT ST, BALTIMORE, MD 21224",39.289451030786,-76.566552648198,census,50,Non_Exact,"3709 CLAREMONT AVE, BALTIMORE, MD, 21224",2026-05-14T21:44:03.798883+00:00
"3805 WINGLEAF CT, ROCKVILLE, MD 20853",39.123598839986,-77.07704111914,census,100,Exact,"3805 WINGLEAF CT, ROCKVILLE, MD, 20853",2026-05-14T21:44:03.798883+00:00
"1670 RITCHIE STATION CT, CAPITOL HEIGHTS, MD 20743",38.883854,-76.894232,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"17208 DOCTOR BIRD RD, SANDY SPRING, MD 20860",39.150964,-77.034962,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"1724 WOODLAWN DR, BALTIMORE, MD 21207",39.31591023117,-76.736781505755,census,100,Exact,"1724 WOODLAWN DR, BALTIMORE, MD, 21207",2026-05-14T21:44:03.798883+00:00
"1802 BRIGHTSEAT RD, HYATTSVILLE, MD 20785",38.915093590888,-76.858653700077,census,100,Exact,"1802 BRIGHTSEAT RD, HYATTSVILLE, MD, 20785",2026-05-14T21:44:03.798883+00:00
"181 E MAIN ST, WESTMINSTER, MD 21157",39.570548063253,-76.991160817696,census,100,Exact,"181 E MAIN ST, WESTMINSTER, MD, 21157",2026-05-14T21:44:03.798883+00:00
"1812 MAIN ST, CHESTER, MD 21619",38.973843268408,-76.279342967821,census,100,Exact,"1812 MAIN ST, CHESTER, MD, 21619",2026-05-14T21:44:03.798883+00:00
"19426 LEITERSBURG PIKE, HAGERSTOWN, MD 21742",39.668437476505,-77.699728013356,census,100,Exact,"19426 LEITERSBURG PIKE, HAGERSTOWN, MD, 21742",2026-05-14T21:44:03.798883+00:00
"1965 GREENSPRING DR, TIMONIUM, MD 21093",39.434686207686,-76.62960013134,census,100,Exact,"1965 GREENSPRING DR, TIMONIUM, MD, 21093",2026-05-14T21:44:03.798883+00:00
"19777 FREDERICK RD, GERMANTOWN, MD 20876",39.179472303742,-77.23834274376,census,100,Exact,"19777 FREDERICK RD, GERMANTOWN, MD, 20876",2026-05-14T21:44:03.798883+00:00
"20 CRAIGTOWN RD, PORT DEPOSIT, MD 21904",39.600265139963,-76.06904150263,census,100,Exact,"20 CRAIGTOWN RD, PORT DEPOSIT, MD, 21904",2026-05-14T21:44:03.798883+00:00
"3820 MOUNTAIN RD, PASADENA, MD 21122",39.123702477893,-76.523601225887,census,100,Exact,"3820 MOUNTAIN RD, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"40 YORK RD, TOWSON, MD 21204",39.406389,-76.626072,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"408 HARTMAN DR, SEVERNA PARK, MD 21146",39.088273230163,-76.541960887351,census,100,Exact,"408 HARTMAN DR, SEVERNA PARK, MD, 21146",2026-05-14T21:44:03.798883+00:00
"425 E PATRICK ST, FREDERICK, MD 21701",39.413614778219,-77.400973133844,census,100,Exact,"425 E PATRICK ST, FREDERICK, MD, 21701",2026-05-14T21:44:03.798883+00:00
"4301 GARDEN CITY DR, HYATTSVILLE, MD 20785",38.948256753785,-76.868938568004,census,100,Exact,"4301 GARDEN CITY DR, HYATTSVILLE, MD, 20785",2026-05-14T21:44:03.798883+00:00
"4419 FALLS RD, BALTIMORE, MD 21211",39.342562363648,-76.639947407951,census,100,Exact,"4419 FALLS RD, BALTIMORE, MD, 21211",2026-05-14T21:44:03.798883+00:00
"45 OLD SOLOMONS ISLAND RD, ANNAPOLIS, MD 21401",38.979704904783,-76.535517480019,census,100,Exact,"45 OLD SOLOMONS ISLAND RD, ANNAPOLIS, MD, 21401",2026-05-14T21:44:03.798883+00:00
"4924 CAMPBELL BLVD, BALTIMORE, MD 21236",39.373159735491,-76.460270723753,census,100,Exact,"4924 CAMPBELL BLVD, BALTIMORE, MD, 21236",2026-05-14T21:44:03.798883+00:00
"497 MAIN ST, PRINCE FREDERICK, MD 20678",38.53673186048,-76.580080515593,census,100,Exact,"497 MAIN ST, PRINCE FREDERICK, MD, 20678",2026-05-14T21:44:03.798883+00:00
"500 N ROLLING RD, CATONSVILLE, MD 21228",39.279816504008,-76.754760083062,census,100,Exact,"500 N ROLLING RD, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"200 CIVIC AVE, SALISBURY, MD 21804",38.370768973385,-75.573188272932,census,100,Exact,"200 CIVIC AVE, SALISBURY, MD, 21804",2026-05-14T21:44:03.798883+00:00
"2015 EMMORTON RD, BEL AIR, MD 21015",39.544176,-76.292469,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"210 CHESAPEAKE BLVD, ELKTON, MD 21921",39.597411549107,-75.787588722892,census,100,Exact,"210 CHESAPEAKE BLVD, ELKTON, MD, 21921",2026-05-14T21:44:03.798883+00:00
"211 PHILLIP MORRIS DR, SALISBURY, MD 21804",38.372818184875,-75.554463637334,census,100,Exact,"211 PHILLIP MORRIS DR, SALISBURY, MD, 21804",2026-05-14T21:44:03.798883+00:00
"2138 PRIEST BRIDGE CT, CROFTON, MD 21114",38.987667080621,-76.694124557574,census,100,Exact,"2138 PRIEST BRIDGE CT, CROFTON, MD, 21114",2026-05-14T21:44:03.798883+00:00
"23000 MOAKLEY ST, LEONARDTOWN, MD 20650",38.302768119657,-76.641682233036,census,100,Exact,"23000 MOAKLEY ST, LEONARDTOWN, MD, 20650",2026-05-14T21:44:03.798883+00:00
"2319 HANOVER PIKE, HAMPSTEAD, MD 21074",39.639717633257,-76.868273125005,census,100,Exact,"2319 HANOVER PIKE, HAMPSTEAD, MD, 21074",2026-05-14T21:44:03.798883+00:00
"2401 W BALTIMORE ST NEW HOPE TREATMENT CTR, BALTIMORE, MD 21223",39.287822305264,-76.653906809892,census,50,Non_Exact,"2401 W BALTIMORE ST, BALTIMORE, MD, 21223",2026-05-14T21:44:03.798883+00:00
"2405 WHITTIER DR, FREDERICK, MD 21702",39.456225242742,-77.450023173651,census,100,Exact,"2405 WHITTIER DR, FREDERICK, MD, 21702",2026-05-14T21:44:03.798883+00:00
"2410 EVERGREEN RD, GAMBRILLS, MD 21054",39.032624809276,-76.691845978517,census,100,Exact,"2410 EVERGREEN RD, GAMBRILLS, MD, 21054",2026-05-14T21:44:03.798883+00:00
"5300 ALPHA COMMONS DR, BALTIMORE, MD 21224",39.290470351257,-76.552222303258,census,100,Exact,"5300 ALPHA COMMONS DR, BALTIMORE, MD, 21224",2026-05-14T21:44:03.798883+00:00
"531 OLD WESTMINSTER PIKE, WESTMINSTER, MD 21157",39.560609376627,-76.977140105797,census,100,Exact,"531 OLD WESTMINSTER PIKE, WESTMINSTER, MD, 21157",2026-05-14T21:44:03.798883+00:00
"5401 OLD COURT RD, RANDALLSTOWN, MD 21133",39.359678314991,-76.78172439024,census,100,Exact,"5401 OLD COURT RD, RANDALLSTOWN, MD, 21133",2026-05-14T21:44:03.798883+00:00
"5415 OLD COURT RD, RANDALLSTOWN, MD 21133",39.359032049742,-76.783357222234,census,100,Exact,"5415 OLD COURT RD, RANDALLSTOWN, MD, 21133",2026-05-14T21:44:03.798883+00:00
"5420 GRADIN AVE, BALTIMORE, MD 21207",39.330951923033,-76.714180179669,census,100,Exact,"5420 GRADIN AVE, BALTIMORE, MD, 21207",2026-05-14T21:44:03.798883+00:00
"5429 LAKEFORD LN, BOWIE, MD 20720",38.964153780711,-76.762066624085,census,100,Exact,"5429 LAKEFORD LN, BOWIE, MD, 20720",2026-05-14T21:44:03.798883+00:00
"5454 WISCONSIN AVE, CHEVY CHASE, MD 20815",38.962714324103,-77.086815638745,census,100,Exact,"5454 WISCONSIN AVE, CHEVY CHASE, MD, 20815",2026-05-14T21:44:03.798883+00:00
"5508 WESTCOTT CIR, FREDERICK, MD 21703",39.383482983532,-77.437970873741,census,100,Exact,"5508 WESTCOTT CIR, FREDERICK, MD, 21703",2026-05-14T21:44:03.798883+00:00
"560 W MACPHAIL RD, BEL AIR, MD 21014",39.522179402954,-76.34564981932,census,100,Exact,"560 W MACPHAIL RD, BEL AIR, MD, 21014",2026-05-14T21:44:03.798883+00:00
"5750 PARK HEIGHTS AVE, BALTIMORE, MD 21215",39.35357306382,-76.686298312189,census,100,Exact,"5750 PARK HEIGHTS AVE, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"269 PENINSULA FARM RD, ARNOLD, MD 21012",39.056205972619,-76.516472285555,census,100,Exact,"269 PENINSULA FARM RD, ARNOLD, MD, 21012",2026-05-14T21:44:03.798883+00:00
"28105 THREE NOTCH RD, MECHANICSVILLE, MD 20659",38.439740771839,-76.734480655851,census,100,Exact,"28105 THREE NOTCH RD, MECHANICSVILLE, MD, 20659",2026-05-14T21:44:03.798883+00:00
"2904 HERB GARDEN DR, Urbana, MD 21704",39.354883,-77.375902,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"301 MASON LORD DR, BALTIMORE, MD 21224",39.275909,-76.541928,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"3104 KENT ST, KENSINGTON, MD 20895",39.020334172229,-77.065664273655,census,100,Exact,"3104 KENT ST, KENSINGTON, MD, 20895",2026-05-14T21:44:03.798883+00:00
"3115 SMITH AVE, BALTIMORE, MD 21208",39.375452418628,-76.697707191643,census,100,Exact,"3115 SMITH AVE, BALTIMORE, MD, 21208",2026-05-14T21:44:03.798883+00:00
"3311 BATEMAN AVE, BALTIMORE, MD 21216",39.318353556727,-76.673155731206,census,100,Exact,"3311 BATEMAN AVE, BALTIMORE, MD, 21216",2026-05-14T21:44:03.798883+00:00
"3333 N CALVERT ST, BALTIMORE, MD 21218",39.329311407846,-76.615024738586,census,100,Exact,"3333 N CALVERT ST, BALTIMORE, MD, 21218",2026-05-14T21:44:03.798883+00:00
"3415 FALLSTAFF RD, BALTIMORE, MD 21215",39.366665585203,-76.70084931441,census,100,Exact,"3415 FALLSTAFF RD, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"3430 WORTHINGTON BLVD, FREDERICK, MD 21704",39.328850111504,-77.346838211819,census,100,Exact,"3430 WORTHINGTON BLVD, FREDERICK, MD, 21704",2026-05-14T21:44:03.798883+00:00
"5808 MAIN ST, ELKRIDGE, MD 21075",39.215066141062,-76.710895742108,census,100,Exact,"5808 MAIN ST, ELKRIDGE, MD, 21075",2026-05-14T21:44:03.798883+00:00
"5946 HUBBARD DR, ROCKVILLE, MD 20852",39.054127732624,-77.119091966285,census,100,Exact,"5946 HUBBARD DR, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"6 B INDUSTRIAL PARK DR, WALDORF, MD 20602",38.61462110636,-76.90382723238,census,50,Non_Exact,"6 INDUSTRIAL PARK DR, WALDORF, MD, 20602",2026-05-14T21:44:03.798883+00:00
"602 CTR ST, MOUNT AIRY, MD 21771",39.374352037119,-77.150378279139,census,100,Exact,"602 CENTER ST, MOUNT AIRY, MD, 21771",2026-05-14T21:44:03.798883+00:00
"6040 PUBLIC LANDING RD, SNOW HILL, MD 21863",38.174430999427,-75.377234864907,census,100,Exact,"6040 PUB LANDING RD, SNOW HILL, MD, 21863",2026-05-14T21:44:03.798883+00:00
"622 O OLD DOBBIN LN, COLUMBIA, MD 21045",39.206042,-76.828234,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"6333 BALTIMORE NAT PIKE, CATONSVILLE, MD 21228",39.283888780639,-76.755945236645,census,100,Exact,"6333 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"6500 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD 21228",39.285594449546,-76.76135009239,census,100,Exact,"6500 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"6501 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD 21228",39.285378210907,-76.76174410837,census,100,Exact,"6501 BALTIMORE NATIONAL PIKE, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"6569 N CHARLES ST, BALTIMORE, MD 21204",39.38925870915,-76.62704217581,census,100,Exact,"6569 N CHARLES ST, BALTIMORE, MD, 21204",2026-05-14T21:44:03.798883+00:00
"3720 WASHINGTON BLVD, HALETHORPE, MD 21227",39.245640793697,-76.673020222475,census,100,Exact,"3720 WASHINGTON BLVD, HALETHORPE, MD, 21227",2026-05-14T21:44:03.798883+00:00
"3939 REISTERSTOWN RD, BALTIMORE, MD 21215",39.333178365354,-76.663419814404,census,100,Exact,"3939 REISTERSTOWN RD, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"4 W ROLLING CROSS RD, CATONSVILLE, MD 21228",39.306047486129,-76.752123045078,census,100,Exact,"4 W ROLLING CROSS RD, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"401 LITTLE MARVEL CT, PASADENA, MD 21122",39.129047335628,-76.559115639402,census,100,Exact,"401 LITTLE MARVEL CT, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"4128 HAYWARD AVE, BALTIMORE, MD 21215",39.344230269653,-76.687472890989,census,100,Exact,"4128 HAYWARD AVE, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"4175 N HANSON CT, BOWIE, MD 20716",38.946351129316,-76.720046131148,census,50,Non_Exact,"4175 HANSON CT N, BOWIE, MD, 20716",2026-05-14T21:44:03.798883+00:00
"4201 NORTHVIEW DR, BOWIE, MD 20716",38.947520699319,-76.737216768915,census,100,Exact,"4201 NORTHVIEW DR, BOWIE, MD, 20716",2026-05-14T21:44:03.798883+00:00
"4400 FORBES BLVD, LANHAM, MD 20706",38.950377282425,-76.832942870787,census,100,Exact,"4400 FORBES BLVD, LANHAM, MD, 20706",2026-05-14T21:44:03.798883+00:00
"4401 ROLAND AVE, BALTIMORE, MD 21210",39.342520088558,-76.634855145704,census,100,Exact,"4401 ROLAND AVE, BALTIMORE, MD, 21210",2026-05-14T21:44:03.798883+00:00
"515 BRIGHTFIELD RD, LUTHERVILLE, MD 21093",39.406264499005,-76.666956672332,census,100,Exact,"515 BRIGHTFIELD RD, LUTHERVILLE, MD, 21093",2026-05-14T21:44:03.798883+00:00
"6821 REISTERSTOWN RD, BALTIMORE, MD 21215",39.359764836686,-76.706954378133,census,100,Exact,"6821 REISTERSTOWN RD, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"6999 REISTERSTOWN RD, BALTIMORE, MD 21215",39.362144059598,-76.710137601469,census,100,Exact,"6999 REISTERSTOWN RD, BALTIMORE, MD, 21215",2026-05-14T21:44:03.798883+00:00
"7 GRANITE PL, GAITHERSBURG, MD 20878",39.127262106167,-77.239142403202,census,100,Exact,"7 GRANITE PL, GAITHERSBURG, MD, 20878",2026-05-14T21:44:03.798883+00:00
"7120 MINSTREL WAY, COLUMBIA, MD 21045",39.177753396382,-76.844533034071,census,100,Exact,"7120 MINSTREL WAY, COLUMBIA, MD, 21045",2026-05-14T21:44:03.798883+00:00
"717 COLLIER CT, WESTMINSTER, MD 21158",39.578913077203,-77.022092868213,census,100,Exact,"717 COLLIER CT, WESTMINSTER, MD, 21158",2026-05-14T21:44:03.798883+00:00
"724 MAIDEN CHOICE LN, CATONSVILLE, MD 21228",39.268236926676,-76.705184200668,census,100,Exact,"724 MAIDEN CHOICE LN, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"7243 HANOVER PKWY, GREENBELT, MD 20770",38.991771126117,-76.876186413574,census,100,Exact,"7243 HANOVER PKWY, GREENBELT, MD, 20770",2026-05-14T21:44:03.798883+00:00
"726 ROCKVILLE PIKE, ROCKVILLE, MD 20852",39.07885989684,-77.141680555737,census,100,Exact,"726 ROCKVILLE PIKE, ROCKVILLE, MD, 20852",2026-05-14T21:44:03.798883+00:00
"737 WOODSIDE DR, WESTMINSTER, MD 21157",39.553839462615,-76.969093660302,census,100,Exact,"737 WOODSIDE DR, WESTMINSTER, MD, 21157",2026-05-14T21:44:03.798883+00:00
"7389 BALTIMORE ANNAPOLIS BLVD, GLEN BURNIE, MD 21061",39.170924993691,-76.631436939485,census,100,Exact,"7389 BALTIMORE ANNAPOLIS BLVD, GLEN BURNIE, MD, 21061",2026-05-14T21:44:03.798883+00:00
"8890 MCDONOGH RD, OWINGS MILLS, MD 21117",39.427569,-76.775759,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"8817 BELAIR RD, NOTTINGHAM, MD 21236",39.394703917667,-76.485052021658,census,100,Exact,"8817 BELAIR RD, NOTTINGHAM, MD, 21236",2026-05-14T21:44:03.798883+00:00
"839 BESTGATE RD, ANNAPOLIS, MD 21401",38.993207739369,-76.540941189785,census,100,Exact,"839 BESTGATE RD, ANNAPOLIS, MD, 21401",2026-05-14T21:44:03.798883+00:00
"8221 TEAL DR, EASTON, MD 21601",38.774777079187,-76.053791909341,census,100,Exact,"8221 TEAL DR, EASTON, MD, 21601",2026-05-14T21:44:03.798883+00:00
"849 FAIRMOUNT AVE, BALTIMORE, MD 21286",39.405857045512,-76.599459692338,census,100,Exact,"849 FAIRMOUNT AVE, BALTIMORE, MD, 21286",2026-05-14T21:44:03.798883+00:00
"8121 GEORGIA AVE, SILVER SPRING, MD 20910",38.99058689357,-77.026549798751,census,100,Exact,"8121 GEORGIA AVE, SILVER SPRING, MD, 20910",2026-05-14T21:44:03.798883+00:00
"848 S ROLLING HILLS RD, CANTONSVILLE, MD 21228",39.253001600636,-76.726501470211,census,50,Non_Exact,"848 S ROLLING RD, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"8007 BAILEYS LN, PASADENA, MD 21122",39.116273538478,-76.492017025262,census,100,Exact,"8007 BAILEYS LN, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"826 WASHINGTON RD, WESTMINSTER, MD 21157",39.551408103097,-76.990739007378,census,100,Exact,"826 WASHINGTON RD, WESTMINSTER, MD, 21157",2026-05-14T21:44:03.798883+00:00
"7915 MALCOLM RD, CLINTON, MD 20735",38.781754868495,-76.889772807824,census,100,Exact,"7915 MALCOLM RD, CLINTON, MD, 20735",2026-05-14T21:44:03.798883+00:00
"7704 QUARTERFIELD RD H, GLEN BURNIE, MD 21061",39.148092706654,-76.6390905621,census,50,Non_Exact,"7704 QUARTERFIELD RD, GLEN BURNIE, MD, 21061",2026-05-14T21:44:03.798883+00:00
"8191 JENNIFER LN, OWINGS, MD 20736",38.689913,-76.617273,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"7698 DORCHESTER BLVD, HANOVER, MD 21076",39.154192539184,-76.7428408207,census,100,Exact,"7698 DORCHESTER BLVD, HANOVER, MD, 21076",2026-05-14T21:44:03.798883+00:00
"7226 LEE DEFOREST DR, COLUMBIA, MD 21046",39.173330079441,-76.82064026524,census,100,Exact,"7226 LEE DEFOREST DR, COLUMBIA, MD, 21046",2026-05-14T21:44:03.798883+00:00
"815 RITCHIE HWY, SEVERNA PARK, MD 21146",39.064128476458,-76.533538415046,census,100,Exact,"815 RITCHIE HWY, SEVERNA PARK, MD, 21146",2026-05-14T21:44:03.798883+00:00
"7671 QUARTERFIELD RD, GLEN BURNIE, MD 21061",39.160897,-76.632112,fallback_zip,,No_Match,,2026-05-14T21:44:03.798883+00:00
"7141 SECURITY BLVD, BALTIMORE, MD 21244",39.313877565394,-76.759247848703,census,100,Exact,"7141 SECURITY BLVD, BALTIMORE, MD, 21244",2026-05-14T21:44:03.798883+00:00
"814 N HOUCKSVILLE RD, HAMPSTEAD, MD 21074",39.597216159085,-76.857348098917,census,100,Exact,"814 N HOUCKSVILLE RD, HAMPSTEAD, MD, 21074",2026-05-14T21:44:03.798883+00:00
"757 FREDERICK RD, CATONSVILLE, MD 21228",39.271499725714,-76.733777052977,census,100,Exact,"757 FREDERICK RD, CATONSVILLE, MD, 21228",2026-05-14T21:44:03.798883+00:00
"7116 RITCHIE HWY, GLEN BURNIE, MD 21061",39.180482529685,-76.614569229158,census,100,Exact,"7116 RITCHIE HWY, GLEN BURNIE, MD, 21061",2026-05-14T21:44:03.798883+00:00
"8109 RITCHIE HWY, PASADENA, MD 21122",39.12554472442,-76.588983019278,census,100,Exact,"8109 RITCHIE HWY, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"7503 SURRATTS RD, CLINTON, MD 20735",38.750642861495,-76.876064039396,census,100,Exact,"7503 SURRATTS RD, CLINTON, MD, 20735",2026-05-14T21:44:03.798883+00:00
"7001 JOHNNYCAKE RD, WINDSOR MILL, MD 21244",39.306684503387,-76.754044989074,census,100,Exact,"7001 JOHNNYCAKE RD, WINDSOR MILL, MD, 21244",2026-05-14T21:44:03.798883+00:00
"8021 RITCHIE HWY, PASADENA, MD 21122",39.130056187757,-76.593010035479,census,100,Exact,"8021 RITCHIE HWY, PASADENA, MD, 21122",2026-05-14T21:44:03.798883+00:00
"7500 GREENWAY CTR DR, GREENBELT, MD 20770",38.99209885525,-76.881911514734,census,100,Exact,"7500 GREENWAY CENTER DR, GREENBELT, MD, 20770",2026-05-14T21:44:03.798883+00:00
"6820 HOSPITAL DR, BALTIMORE, MD 21237",39.346592430564,-76.474508738803,census,100,Exact,"6820 HOSPITAL DR, BALTIMORE, MD, 21237",2026-05-14T21:44:03.798883+00:00
